task,block,method,fold,n_train,n_test,mae,rmse,spearman,pairwise_acc,ndcg,epochs
grouped_cv,clip512,RF,4,800,200,0.47622748897707223,0.580370511711639,0.0431932921290424,0.5264260980499362,0.8923439928148066,
grouped_cv,clip512,ExtraTrees,4,800,200,0.47175950617283957,0.5767287435291657,0.09852858959043495,0.5514853289593585,0.8973708711064237,
grouped_cv,clip512,HGB,4,800,200,0.4919396942353476,0.5996653153023431,0.03749001007534408,0.523601239292874,0.8973451207591168,
grouped_cv,clip512,FS64-Ridge,4,800,200,0.4917171923319498,0.6086000293353072,0.06035333386495323,0.5315290687078549,0.9123070556312399,
grouped_cv,clip512,FS128-ExtraTrees,4,800,200,0.4748032936507938,0.5843576994010077,0.05145502742032456,0.527063969382176,0.8918224801525048,
grouped_cv,layout64_clip512,Mean,0,800,200,0.4902760416666666,0.5895585334153994,0.0,0.0,0.8913207456996524,
grouped_cv,layout64_clip512,Ridge,0,800,200,0.8611753944555918,1.1086684972025964,-0.05202001700636544,0.4737544483985765,0.8753840618193075,
grouped_cv,layout64_clip512,ElasticNet,0,800,200,0.6938153179486592,0.8747645097395649,-0.08628036297633584,0.45800711743772243,0.8831299199871677,
grouped_cv,layout64_clip512,SVR,0,800,200,0.49552299994645393,0.6113437287852665,0.059745709446600945,0.5314056939501779,0.9068822688065996,
grouped_cv,layout64_clip512,kNN,0,800,200,0.4796451331223321,0.5912677833805166,0.14979850190422803,0.5755338078291815,0.9176394762835576,
grouped_cv,layout64_clip512,RF,0,800,200,0.4867999387726472,0.5917502252949766,0.05097376617137288,0.5233096085409252,0.9035211657134514,
grouped_cv,layout64_clip512,ExtraTrees,0,800,200,0.48929567901234594,0.5929388316781543,0.03321485493950581,0.5184163701067616,0.9058087595201347,
grouped_cv,layout64_clip512,HGB,0,800,200,0.5022500699996236,0.6153364578639889,0.0029077719284796686,0.502491103202847,0.9052507051079313,
grouped_cv,layout64_clip512,FS64-Ridge,0,800,200,0.5223877596855163,0.6452228914732202,-0.024461146972948645,0.48665480427046265,0.8942014563107268,
grouped_cv,layout64_clip512,FS128-ExtraTrees,0,800,200,0.4881551587301584,0.5924695502335853,0.06779203939763301,0.5333629893238434,0.9045453305509742,
grouped_cv,layout64_clip512,Mean,1,800,200,0.5041916666666667,0.6267490890084458,0.0,0.0,0.9258007028590345,
grouped_cv,layout64_clip512,Ridge,1,800,200,0.9076954929033915,1.1691092627225355,0.009682558961043135,0.5023385500989387,0.9160723701248787,
grouped_cv,layout64_clip512,ElasticNet,1,800,200,0.6616274483998617,0.8556532423024635,0.03560464587081043,0.5196078431372549,0.9159019206172209,
grouped_cv,layout64_clip512,SVR,1,800,200,0.5111833525195411,0.6508407561237272,0.06842828494127726,0.534628530311207,0.9302499376539256,
grouped_cv,layout64_clip512,kNN,1,800,200,0.5028894914707063,0.6417265170778016,0.0747144556737826,0.535887749595251,0.931940795109654,
grouped_cv,layout64_clip512,RF,1,800,200,0.49787399087602213,0.6272711256417035,0.057059322239434954,0.5293218204713078,0.9397704923737197,
grouped_cv,layout64_clip512,ExtraTrees,1,800,200,0.499292824074074,0.6296793043628846,0.06165832856188501,0.5306709839899263,0.9350554846768178,
grouped_cv,layout64_clip512,HGB,1,800,200,0.526654557614747,0.6544325597788296,0.0025413959846684823,0.5039575463212808,0.933495134191026,
grouped_cv,layout64_clip512,FS64-Ridge,1,800,200,0.5046987048784892,0.6398617052724913,0.12274463384317418,0.5628710199676201,0.9371512740051271,
grouped_cv,layout64_clip512,FS128-ExtraTrees,1,800,200,0.5001175595238098,0.6319103435003842,0.04263322979728058,0.5213167835941717,0.9356549188184096,
grouped_cv,layout64_clip512,Mean,2,800,200,0.4355,0.5554152600632352,0.0,0.0,0.8897697819867993,
grouped_cv,layout64_clip512,Ridge,2,800,200,0.8585620208581289,1.1187377646187855,-0.0013922636576935996,0.49718851731281444,0.9083284412566381,
grouped_cv,layout64_clip512,ElasticNet,2,800,200,0.648512692451477,0.8410504991167809,-0.017639934593682276,0.4877182598401894,0.908598205341152,
grouped_cv,layout64_clip512,SVR,2,800,200,0.46208590609996536,0.5861677840124244,0.0074208112448025205,0.5116898490677715,0.9115657486405911,
grouped_cv,layout64_clip512,kNN,2,800,200,0.4520780760187469,0.5772162526477864,-0.008381917345135562,0.4972871658281543,0.8743038800469395,
grouped_cv,layout64_clip512,RF,2,800,200,0.43179563948011884,0.557877251937903,0.053936814857733904,0.526585774884088,0.8946999362208117,
grouped_cv,layout64_clip512,ExtraTrees,2,800,200,0.43766570987654324,0.5635754141306658,0.0049372518158144335,0.5018249975337871,0.8919733212631339,
grouped_cv,layout64_clip512,HGB,2,800,200,0.4490048979685213,0.5866800410715605,0.03360042243196188,0.5123803886751505,0.8972112475758267,
grouped_cv,layout64_clip512,FS64-Ridge,2,800,200,0.46112633307774864,0.5948272412520205,0.04611394727613868,0.5248101016079708,0.8974263980270043,
grouped_cv,layout64_clip512,FS128-ExtraTrees,2,800,200,0.4366980555555557,0.5681900287083059,0.01769124464047296,0.5021209430798067,0.8960208374897275,
grouped_cv,layout64_clip512,Mean,3,800,200,0.5253854166666665,0.6600671064895178,0.0,0.0,0.902830964209657,
grouped_cv,layout64_clip512,Ridge,3,800,200,0.8566991623242697,1.0917535164718495,-0.050824842439692146,0.4811320754716981,0.9013857184148752,
grouped_cv,layout64_clip512,ElasticNet,3,800,200,0.6768399930000305,0.8345761805660664,0.014258800943113692,0.5119210977701544,0.9080455799266292,
grouped_cv,layout64_clip512,SVR,3,800,200,0.5414018666490518,0.6650273608701138,0.07562216171937669,0.5486277873070325,0.9098104376618901,
grouped_cv,layout64_clip512,kNN,3,800,200,0.5404245043431533,0.666216834443312,0.0052023092972474354,0.5117495711835335,0.9069121101951807,
grouped_cv,layout64_clip512,RF,3,800,200,0.5309120357844316,0.659781379579275,0.023041406752915446,0.5181818181818182,0.9031515685670585,
grouped_cv,layout64_clip512,ExtraTrees,3,800,200,0.5262178549382712,0.6584096009122263,0.05822052080742282,0.5338765008576329,0.9020796453921985,
grouped_cv,layout64_clip512,HGB,3,800,200,0.5406108464441781,0.6645432374017058,0.06271453090084787,0.5405660377358491,0.9332243452139586,
grouped_cv,layout64_clip512,FS64-Ridge,3,800,200,0.5655907169977824,0.6902086826063369,-0.02007963575347347,0.5004288164665524,0.9156989044803885,
grouped_cv,layout64_clip512,FS128-ExtraTrees,3,800,200,0.5231279563492063,0.6570149222942829,0.07522730963905036,0.5387650085763294,0.9121459527724644,
grouped_cv,layout64_clip512,Mean,4,800,200,0.47392708333333333,0.5792383423873687,0.0,0.0,0.8978670769687633,
grouped_cv,layout64_clip512,Ridge,4,800,200,0.879334774017334,1.1066270079281852,-0.0208494164848761,0.4940769090577729,0.8947892409433521,
grouped_cv,layout64_clip512,ElasticNet,4,800,200,0.6356175331274669,0.809904848648987,0.07126782923135205,0.5397302715509386,0.9048798434605178,
grouped_cv,layout64_clip512,SVR,4,800,200,0.4980049244380103,0.609798355844268,0.061490339688433565,0.5327136868963004,0.8917394075603594,
grouped_cv,layout64_clip512,kNN,4,800,200,0.48142482065572184,0.5948253480178107,0.005359518420110961,0.5044650993256788,0.9007970934300742,
grouped_cv,layout64_clip512,RF,4,800,200,0.4766580600148312,0.5791764250241433,0.05031573997980714,0.5319846910880263,0.8943495426751307,
grouped_cv,layout64_clip512,ExtraTrees,4,800,200,0.4768691049382714,0.5809965913305408,0.06174055702350047,0.5346273008930199,0.8889765519020832,
grouped_cv,layout64_clip512,HGB,4,800,200,0.4968881959928821,0.605602219140344,0.0007042591254466795,0.5054674685620558,0.8930935990230409,
grouped_cv,layout64_clip512,FS64-Ridge,4,800,200,0.4961945589383443,0.6141771333798748,0.050079972885975106,0.5295243302351011,0.9070623152159758,
grouped_cv,layout64_clip512,FS128-ExtraTrees,4,800,200,0.47692744047619035,0.5868001714024617,0.03305530709426461,0.5172225259704757,0.8958848697057911,
grouped_cv,clip512_visual_handcrafted,Mean,0,800,200,0.4902760416666666,0.5895585334153994,0.0,0.0,0.8913207456996524,
grouped_cv,clip512_visual_handcrafted,Ridge,0,800,200,0.7509361584981283,0.9842293690411762,0.10581249925325424,0.5532918149466192,0.880932466581008,
grouped_cv,clip512_visual_handcrafted,ElasticNet,0,800,200,0.6031294981638591,0.7761963828164005,0.06753514948799974,0.5349644128113878,0.8800284554379307,
grouped_cv,clip512_visual_handcrafted,SVR,0,800,200,0.47603694273907027,0.5883143604767106,0.18329041055312276,0.5916370106761566,0.9172360693224023,
grouped_cv,clip512_visual_handcrafted,kNN,0,800,200,0.4715347445862718,0.5764826944699869,0.1990715269263884,0.6037366548042704,0.9263940963505374,
grouped_cv,clip512_visual_handcrafted,RF,0,800,200,0.47466219704485296,0.5759901381141967,0.2091670345456267,0.604270462633452,0.923625246191072,
grouped_cv,clip512_visual_handcrafted,ExtraTrees,0,800,200,0.47411466049382694,0.5742815478002758,0.23589092777738496,0.6182384341637011,0.9210258026604423,
grouped_cv,clip512_visual_handcrafted,HGB,0,800,200,0.49643841409297396,0.6019447802558091,0.06298703556285239,0.5310498220640569,0.9117625956253861,
grouped_cv,clip512_visual_handcrafted,FS64-Ridge,0,800,200,0.49134704510370886,0.6096606624146438,0.07274357638788882,0.5354092526690392,0.901352775520742,
grouped_cv,clip512_visual_handcrafted,FS128-ExtraTrees,0,800,200,0.46906150793650864,0.5701128231548551,0.2510254571428737,0.6226868327402135,0.9234177122199887,
grouped_cv,clip512_visual_handcrafted,Mean,1,800,200,0.5041916666666667,0.6267490890084458,0.0,0.0,0.9258007028590345,
grouped_cv,clip512_visual_handcrafted,Ridge,1,800,200,0.8226704899470011,1.0534391930346665,0.06635546121837345,0.5354380284223781,0.9303912138791455,
grouped_cv,clip512_visual_handcrafted,ElasticNet,1,800,200,0.6380152376492818,0.8126661226552605,0.08180085046371721,0.5427235114229177,0.9325022550151825,
grouped_cv,clip512_visual_handcrafted,SVR,1,800,200,0.5197263971428577,0.6566851071761838,0.07963522509156781,0.5407447382622774,0.930127055201115,
grouped_cv,clip512_visual_handcrafted,kNN,1,800,200,0.5081810413980938,0.6420752533804879,0.09586486433996254,0.5515380464112251,0.9298508309872817,
grouped_cv,clip512_visual_handcrafted,RF,1,800,200,0.4964985463764631,0.6247034567123764,0.11199409524655052,0.5528872099298435,0.9404135800172894,
grouped_cv,clip512_visual_handcrafted,ExtraTrees,1,800,200,0.4944362268518516,0.6231484466985655,0.1251027085371198,0.5654794027702824,0.9385288743946008,
grouped_cv,clip512_visual_handcrafted,HGB,1,800,200,0.5190949501315258,0.6541503826375192,0.028211701370662874,0.51753912574204,0.9281645331428957,
grouped_cv,clip512_visual_handcrafted,FS64-Ridge,1,800,200,0.4906607619921366,0.6236299876218752,0.19498387175756998,0.6034358697607484,0.9409381944824663,
grouped_cv,clip512_visual_handcrafted,FS128-ExtraTrees,1,800,200,0.4972426587301587,0.6266622507561298,0.10593764662939084,0.5560352581399532,0.9360699771345644,
grouped_cv,clip512_visual_handcrafted,Mean,2,800,200,0.4355,0.5554152600632352,0.0,0.0,0.8897697819867993,
grouped_cv,clip512_visual_handcrafted,Ridge,2,800,200,0.7595963279406228,0.9907575616109817,0.03139484446818855,0.5244155075466114,0.8981679368298824,
grouped_cv,clip512_visual_handcrafted,ElasticNet,2,800,200,0.5886941234270732,0.7622970269986978,0.05309668865746838,0.5336884679885567,0.9132161107895879,
grouped_cv,clip512_visual_handcrafted,SVR,2,800,200,0.4658959018797974,0.589632316507979,0.06372858585839196,0.5433560224918615,0.9146172200875092,
grouped_cv,clip512_visual_handcrafted,kNN,2,800,200,0.44449118558759065,0.5713111673976123,0.06942706220155065,0.5365492749334122,0.9020190607721318,
grouped_cv,clip512_visual_handcrafted,RF,2,800,200,0.43819909637045057,0.5618145270342658,0.03954777809932247,0.5239222649699122,0.8993662835321281,
grouped_cv,clip512_visual_handcrafted,ExtraTrees,2,800,200,0.4358831790123459,0.5653705103679977,0.06409464844299481,0.5292492847982638,0.8980283236113097,
grouped_cv,clip512_visual_handcrafted,HGB,2,800,200,0.45216557931846457,0.5920113189577204,0.052072039276609645,0.5231330768471935,0.9051803335972651,
grouped_cv,clip512_visual_handcrafted,FS64-Ridge,2,800,200,0.46332725763320926,0.5884685354781468,0.10289345330436415,0.5551938443326427,0.9142061766574276,
grouped_cv,clip512_visual_handcrafted,FS128-ExtraTrees,2,800,200,0.4315185119047619,0.565347778287437,0.09291633332066954,0.5400019729703068,0.9101365198980267,
grouped_cv,clip512_visual_handcrafted,Mean,3,800,200,0.5253854166666665,0.6600671064895178,0.0,0.0,0.902830964209657,
grouped_cv,clip512_visual_handcrafted,Ridge,3,800,200,0.7977824517091117,0.9913874555115044,0.05416168487574469,0.5270154373927959,0.9061928995395885,
grouped_cv,clip512_visual_handcrafted,ElasticNet,3,800,200,0.6473730262120564,0.7760607603728823,0.08766553056632417,0.5474271012006862,0.916540869803849,
grouped_cv,clip512_visual_handcrafted,SVR,3,800,200,0.5419282570680615,0.6635597526391159,0.07819060222647048,0.5481989708404803,0.9130596780344423,
grouped_cv,clip512_visual_handcrafted,kNN,3,800,200,0.5314727609423096,0.6626739193050999,0.059606687455504834,0.5343910806174957,0.9053464358150849,
grouped_cv,clip512_visual_handcrafted,RF,3,800,200,0.5263547812449901,0.6555334716370164,0.07006988718715795,0.5421097770154374,0.9077311370809839,
grouped_cv,clip512_visual_handcrafted,ExtraTrees,3,800,200,0.5243904783950617,0.6556628852872375,0.08378700281005518,0.5456260720411664,0.9066879950982654,
grouped_cv,clip512_visual_handcrafted,HGB,3,800,200,0.5281213677194398,0.6519976162226753,0.143315328484686,0.5780445969125214,0.9365707084256203,
grouped_cv,clip512_visual_handcrafted,FS64-Ridge,3,800,200,0.5604303701718648,0.6881582231918342,0.020776523047459815,0.5118353344768439,0.8875034075575525,
grouped_cv,clip512_visual_handcrafted,FS128-ExtraTrees,3,800,200,0.5274522619047627,0.6579870280136493,0.069958811264754,0.5400514579759863,0.9089952349861697,
grouped_cv,clip512_visual_handcrafted,Mean,4,800,200,0.47392708333333333,0.5792383423873687,0.0,0.0,0.8978670769687633,
grouped_cv,clip512_visual_handcrafted,Ridge,4,800,200,0.7656906044483185,0.99419674437527,0.1286223577705642,0.5665208675050118,0.9022538396106414,
grouped_cv,clip512_visual_handcrafted,ElasticNet,4,800,200,0.5858569161097209,0.7433619541655131,0.15664669929805797,0.5809185347184254,0.8948304648039719,
grouped_cv,clip512_visual_handcrafted,SVR,4,800,200,0.4864397928730434,0.6035443835582741,0.09705162282842907,0.5479314743940222,0.9037643650665071,
grouped_cv,clip512_visual_handcrafted,kNN,4,800,200,0.48606977472295554,0.5932422800410763,0.07452217566524658,0.5436486240204119,0.9007366802739801,
grouped_cv,clip512_visual_handcrafted,RF,4,800,200,0.4692062648404833,0.5758267564443609,0.09292417760834361,0.5494805904866047,0.903143238054355,
grouped_cv,clip512_visual_handcrafted,ExtraTrees,4,800,200,0.471758333333333,0.5781036443523707,0.07419590442894353,0.5392746491707673,0.9056259338875863,
grouped_cv,clip512_visual_handcrafted,HGB,4,800,200,0.48632279204139267,0.5989601692889144,0.07092406559776468,0.5390924002186988,0.8945148638512146,
grouped_cv,clip512_visual_handcrafted,FS64-Ridge,4,800,200,0.48844563484191894,0.6025971245775933,0.093259575312795,0.549207217058502,0.9137719082704421,
grouped_cv,clip512_visual_handcrafted,FS128-ExtraTrees,4,800,200,0.4714222420634918,0.5800383314742109,0.10586474890367326,0.5540368142883179,0.8981744374360977,
grouped_cv,layout64_clip512_visual_handcrafted,Mean,0,800,200,0.4902760416666666,0.5895585334153994,0.0,0.0,0.8913207456996524,
grouped_cv,layout64_clip512_visual_handcrafted,Ridge,0,800,200,0.8716888014475505,1.1130679629147853,0.007080607774793566,0.5061387900355871,0.8844116866830968,
grouped_cv,layout64_clip512_visual_handcrafted,ElasticNet,0,800,200,0.662529795964559,0.832862519708909,-9.801463707998391e-05,0.49991103202846976,0.8862601823636493,
grouped_cv,layout64_clip512_visual_handcrafted,SVR,0,800,200,0.4858801721604856,0.5990848235494559,0.10831833082759368,0.5540035587188612,0.9224404413102688,
grouped_cv,layout64_clip512_visual_handcrafted,kNN,0,800,200,0.4784483329692476,0.5849071931692262,0.1526961673231799,0.5773131672597864,0.916141688928201,
grouped_cv,layout64_clip512_visual_handcrafted,RF,0,800,200,0.4854534755541522,0.5853437727879639,0.09764689224008692,0.54644128113879,0.9099577100123183,
grouped_cv,layout64_clip512_visual_handcrafted,ExtraTrees,0,800,200,0.4830700617283948,0.5858145419374153,0.11560792788824437,0.5567615658362989,0.9108708709269856,
grouped_cv,layout64_clip512_visual_handcrafted,HGB,0,800,200,0.49683182697280115,0.6104910026822391,0.02315960181656357,0.5115658362989324,0.9100275373653092,
grouped_cv,layout64_clip512_visual_handcrafted,FS64-Ridge,0,800,200,0.5059495147069295,0.6298662428795612,0.039332741997825785,0.5180604982206406,0.9022189091266292,
grouped_cv,layout64_clip512_visual_handcrafted,FS128-ExtraTrees,0,800,200,0.48182728174603157,0.585726292857943,0.11803697596627642,0.5579181494661922,0.9091765476150356,
grouped_cv,layout64_clip512_visual_handcrafted,Mean,1,800,200,0.5041916666666667,0.6267490890084458,0.0,0.0,0.9258007028590345,
grouped_cv,layout64_clip512_visual_handcrafted,Ridge,1,800,200,0.9513375135262808,1.189502259430248,0.03349302801584494,0.5188882892606584,0.9298682711775358,
grouped_cv,layout64_clip512_visual_handcrafted,ElasticNet,1,800,200,0.6656359442075093,0.8427819654819929,0.05206857125008748,0.5284223781255621,0.9277653142570897,
grouped_cv,layout64_clip512_visual_handcrafted,SVR,1,800,200,0.5106385065769318,0.6477238471858622,0.10830104600812923,0.555675481201655,0.9310965259164684,
grouped_cv,layout64_clip512_visual_handcrafted,kNN,1,800,200,0.5048839312905552,0.6385660753874103,0.05182819976515625,0.5311207051627991,0.9328511821482358,
grouped_cv,layout64_clip512_visual_handcrafted,RF,1,800,200,0.49639024085097033,0.6246173176613533,0.11797143426107459,0.5590034178809138,0.9349943490068598,
grouped_cv,layout64_clip512_visual_handcrafted,ExtraTrees,1,800,200,0.4975407793209874,0.6264497832806528,0.10395686388647656,0.5539665407447383,0.9355839720685828,
grouped_cv,layout64_clip512_visual_handcrafted,HGB,1,800,200,0.5207971074790294,0.6528579775061245,0.0020188162057198896,0.5054865983090484,0.9363539564344758,
grouped_cv,layout64_clip512_visual_handcrafted,FS64-Ridge,1,800,200,0.4919497998555501,0.6242306684464889,0.19387177330513503,0.6032559812915992,0.9406293759995322,
grouped_cv,layout64_clip512_visual_handcrafted,FS128-ExtraTrees,1,800,200,0.4981214285714283,0.6294346793073691,0.08894470913759431,0.5479402770282424,0.9347068884734426,
grouped_cv,layout64_clip512_visual_handcrafted,Mean,2,800,200,0.4355,0.5554152600632352,0.0,0.0,0.8897697819867993,
grouped_cv,layout64_clip512_visual_handcrafted,Ridge,2,800,200,0.8490290709336599,1.1006324733568102,0.046349037124129945,0.5254019927000099,0.9094995975983842,
grouped_cv,layout64_clip512_visual_handcrafted,ElasticNet,2,800,200,0.6348272720972696,0.8153892572583942,0.03599206977231187,0.5199763243563185,0.9130630090477492,
grouped_cv,layout64_clip512_visual_handcrafted,SVR,2,800,200,0.4536686891898302,0.5764456110328571,0.05608568921752058,0.5342803590805958,0.9193738555149371,
grouped_cv,layout64_clip512_visual_handcrafted,kNN,2,800,200,0.43142159544107,0.5553258433988911,0.11733224822089608,0.5610141067376936,0.9193895819101082,
grouped_cv,layout64_clip512_visual_handcrafted,RF,2,800,200,0.43228432780182785,0.5601422003370667,0.047955730225587676,0.5210614580250568,0.9041083712115805,
grouped_cv,layout64_clip512_visual_handcrafted,ExtraTrees,2,800,200,0.4338021759259256,0.5633798072505768,0.08392099625216502,0.5390154878169083,0.9014637157923586,
grouped_cv,layout64_clip512_visual_handcrafted,HGB,2,800,200,0.44262530341819484,0.5825871408514885,0.05720687306364791,0.5260925323073887,0.9096471807331045,
grouped_cv,layout64_clip512_visual_handcrafted,FS64-Ridge,2,800,200,0.4639722657203674,0.5891839834058054,0.08895627134372106,0.5492749334122522,0.9085766609550049,
grouped_cv,layout64_clip512_visual_handcrafted,FS128-ExtraTrees,2,800,200,0.4322943849206349,0.5648349694043013,0.09549791694555705,0.5401006214856466,0.9057497928938969,
grouped_cv,layout64_clip512_visual_handcrafted,Mean,3,800,200,0.5253854166666665,0.6600671064895178,0.0,0.0,0.902830964209657,
grouped_cv,layout64_clip512_visual_handcrafted,Ridge,3,800,200,0.8913794867197672,1.132734174685013,0.028245237638141015,0.5190394511149228,0.8975536033813625,
grouped_cv,layout64_clip512_visual_handcrafted,ElasticNet,3,800,200,0.6593003797531128,0.8202053675238764,0.0922820284919892,0.5506003430531733,0.8995810492100298,
grouped_cv,layout64_clip512_visual_handcrafted,SVR,3,800,200,0.5392934209189384,0.6619140621850187,0.10086302389468792,0.5590909090909091,0.9087861002203002,
grouped_cv,layout64_clip512_visual_handcrafted,kNN,3,800,200,0.5374525197895592,0.6662871607821965,-0.006774109678662059,0.5080617495711836,0.9087929804835699,
grouped_cv,layout64_clip512_visual_handcrafted,RF,3,800,200,0.5292266148589065,0.6574298768699418,0.047755038693802494,0.5324185248713551,0.904908523121207,
grouped_cv,layout64_clip512_visual_handcrafted,ExtraTrees,3,800,200,0.5290320987654324,0.6591155263610413,0.04282205046868516,0.5289879931389365,0.9044956131163984,
grouped_cv,layout64_clip512_visual_handcrafted,HGB,3,800,200,0.5388791313376209,0.6659926467900035,0.08500807716250942,0.5493996569468268,0.9131405098712267,
grouped_cv,layout64_clip512_visual_handcrafted,FS64-Ridge,3,800,200,0.5597355373700459,0.6869985631564383,0.01635555531047301,0.5115780445969125,0.8931529264259721,
grouped_cv,layout64_clip512_visual_handcrafted,FS128-ExtraTrees,3,800,200,0.530770833333334,0.6583273630559678,0.06597453314400455,0.539622641509434,0.9096084819318666,
grouped_cv,layout64_clip512_visual_handcrafted,Mean,4,800,200,0.47392708333333333,0.5792383423873687,0.0,0.0,0.8978670769687633,
grouped_cv,layout64_clip512_visual_handcrafted,Ridge,4,800,200,0.899377826054891,1.1548095180512576,0.0766433189707226,0.5407326407873154,0.8946859793944323,
grouped_cv,layout64_clip512_visual_handcrafted,ElasticNet,4,800,200,0.5993800083796184,0.7763129128541597,0.14934628531840063,0.5800072899580827,0.9109707978331991,
grouped_cv,layout64_clip512_visual_handcrafted,SVR,4,800,200,0.49067406815231224,0.6043824376155842,0.09208378199968426,0.546473482777474,0.8998242569342557,
grouped_cv,layout64_clip512_visual_handcrafted,kNN,4,800,200,0.4827238335731068,0.5855869735644089,0.08756085649317084,0.551667577911427,0.9035765507129548,
grouped_cv,layout64_clip512_visual_handcrafted,RF,4,800,200,0.4724273925611421,0.5784111188832339,0.07377000258202113,0.5387279023145617,0.9007996138180674,
grouped_cv,layout64_clip512_visual_handcrafted,ExtraTrees,4,800,200,0.4702043287037037,0.5766655037725329,0.11364810515618008,0.5594131583743394,0.8957214676974838,
grouped_cv,layout64_clip512_visual_handcrafted,HGB,4,800,200,0.48139041326272747,0.5979439450836075,0.0568563754861154,0.5297977036632039,0.8960974350023968,
grouped_cv,layout64_clip512_visual_handcrafted,FS64-Ridge,4,800,200,0.4911882670720418,0.613420900039097,0.08395285941852824,0.5417350100236924,0.9002502894416454,
grouped_cv,layout64_clip512_visual_handcrafted,FS128-ExtraTrees,4,800,200,0.4762353174603177,0.5853183444491574,0.05445003005100385,0.5293420812830326,0.8905914070078654,
grouped_cv,layout64,PairRankNet,0,800,200,0.6091497715314229,0.7943572294496326,-0.12666554074709518,0.4353202846975089,0.8547547057434595,160.0
grouped_cv,layout64,PairRankNet,1,800,200,0.5780625303586324,0.7364681990331385,0.08709282647848485,0.5418240690771722,0.9372799680436548,160.0
grouped_cv,layout64,PairRankNet,2,800,200,0.5591563685735066,0.7330354161343002,-0.031770515561868835,0.488606096478248,0.8955846858700572,160.0
grouped_cv,layout64,PairRankNet,3,800,200,0.5708804313341777,0.7340901058600673,0.09697692456579095,0.5508576329331046,0.9150506433506839,160.0
grouped_cv,layout64,PairRankNet,4,800,200,0.573134736220042,0.7077927310943156,0.02213929064984108,0.5160379077820303,0.9014815784477107,160.0
grouped_cv,visual_handcrafted,PairRankNet,0,800,200,0.5298487949371338,0.6894372621140874,0.13831156957745697,0.566814946619217,0.8964788672178691,160.0
grouped_cv,visual_handcrafted,PairRankNet,1,800,200,0.5898373373349508,0.7475378371772912,0.07988700661534072,0.5425436229537687,0.933611993146999,160.0
grouped_cv,visual_handcrafted,PairRankNet,2,800,200,0.5188133406639099,0.6559392804648443,0.06916821459988587,0.5408898096083654,0.9000521534414001,160.0
grouped_cv,visual_handcrafted,PairRankNet,3,800,200,0.6603939004739127,0.8222021475491822,-0.05434047146317568,0.4671526586620926,0.8987102444633011,160.0
grouped_cv,visual_handcrafted,PairRankNet,4,800,200,0.5544790482521057,0.704141858263533,0.07372741239732888,0.536085292509568,0.885036088876738,160.0
grouped_cv,layout64_visual_handcrafted,PairRankNet,0,800,200,0.595004653930664,0.734834426285039,-0.05537523073663803,0.4729537366548043,0.8866469803015067,160.0
grouped_cv,layout64_visual_handcrafted,PairRankNet,1,800,200,0.5839099582036337,0.7303446796582429,0.08849702192526665,0.5476704443245188,0.9315669327489338,160.0
grouped_cv,layout64_visual_handcrafted,PairRankNet,2,800,200,0.5402257959047954,0.6821703736181772,0.03576079173768831,0.5093222846996153,0.894287878360442,160.0
grouped_cv,layout64_visual_handcrafted,PairRankNet,3,800,200,0.5974255768458048,0.7402974753393177,0.07201828059316126,0.5351629502572899,0.9058773642301108,160.0
grouped_cv,layout64_visual_handcrafted,PairRankNet,4,800,200,0.6246171633402507,0.7783193953552171,-0.054526844491252356,0.4737561509021323,0.8827686556051307,160.0
grouped_cv,clip512,PairRankNet,0,800,200,0.5183754181861877,0.6509710154391939,0.07342295075429954,0.5372775800711744,0.9094974225382992,160.0
grouped_cv,clip512,PairRankNet,1,800,200,0.5639041050275168,0.7207408743609757,0.0030982058801420913,0.5033279366792589,0.9233774052968905,160.0
grouped_cv,clip512,PairRankNet,2,800,200,0.4978771861394246,0.6429110144892786,0.04734385675592742,0.5367465719640919,0.910377998134441,160.0
grouped_cv,clip512,PairRankNet,3,800,200,0.5762839110692342,0.7033742502435183,0.08201207043355938,0.5487135506003431,0.9188595162026831,160.0
grouped_cv,clip512,PairRankNet,4,800,200,0.5229791847864785,0.6524058441634623,0.10982107284597739,0.5602332786586477,0.8969101770699838,160.0
grouped_cv,layout64_clip512_visual_handcrafted,PairRankNet,0,800,200,0.5220024553934733,0.6591032081134758,0.050689523241504233,0.527135231316726,0.9000777116899876,160.0
grouped_cv,layout64_clip512_visual_handcrafted,PairRankNet,1,800,200,0.5509234356880188,0.6995034405475195,0.07507805557820389,0.5427235114229177,0.9290734088723659,160.0
grouped_cv,layout64_clip512_visual_handcrafted,PairRankNet,2,800,200,0.49508200883865355,0.6361642526260812,0.03253744985778575,0.5230344283318537,0.9149016270307585,160.0
grouped_cv,layout64_clip512_visual_handcrafted,PairRankNet,3,800,200,0.5522092580795288,0.6795447868152434,0.17740574634083697,0.5927101200686107,0.9195715733736101,160.0
grouped_cv,layout64_clip512_visual_handcrafted,PairRankNet,4,800,200,0.5139269145329792,0.6439507222466497,0.10433302333277734,0.5554036814288318,0.9006904483556271,160.0
