page_id,book_slug,book_title,page_name,variant,is_original,degradation_type,image_path,public_regression_score
31,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page2,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0031_a-dancers-tale_a-dancers-tale_en_page2_contrast_loss.jpg,5.776772628495844
31,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page2,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0031_a-dancers-tale_a-dancers-tale_en_page2_content_crop.jpg,5.785185941043083
31,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page2,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0031_a-dancers-tale_a-dancers-tale_en_page2_occluding_prompt.jpg,5.849695011337871
31,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page2,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0031_a-dancers-tale_a-dancers-tale_en_page2_clutter_controls.jpg,5.750625566893423
31,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page2,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0031_a-dancers-tale_a-dancers-tale_en_page2_tiny_text_band.jpg,5.717413643235074
31,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page2,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0031_a-dancers-tale_a-dancers-tale_en_page2_overlap_text_block.jpg,5.793853741496599
32,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page3,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0032_a-dancers-tale_a-dancers-tale_en_page3_original.jpg,5.8039233749055175
32,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page3,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0032_a-dancers-tale_a-dancers-tale_en_page3_contrast_loss.jpg,5.731189342403629
32,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page3,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0032_a-dancers-tale_a-dancers-tale_en_page3_content_crop.jpg,5.765564814814808
32,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page3,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0032_a-dancers-tale_a-dancers-tale_en_page3_occluding_prompt.jpg,5.762792044595623
32,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page3,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0032_a-dancers-tale_a-dancers-tale_en_page3_clutter_controls.jpg,5.790833522297802
32,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page3,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0032_a-dancers-tale_a-dancers-tale_en_page3_tiny_text_band.jpg,5.785540438397581
32,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page3,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0032_a-dancers-tale_a-dancers-tale_en_page3_overlap_text_block.jpg,5.796687263794413
33,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page4,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0033_a-dancers-tale_a-dancers-tale_en_page4_original.jpg,5.783624149659863
33,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page4,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0033_a-dancers-tale_a-dancers-tale_en_page4_contrast_loss.jpg,5.7536838624338715
33,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page4,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0033_a-dancers-tale_a-dancers-tale_en_page4_content_crop.jpg,5.765960317460319
33,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page4,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0033_a-dancers-tale_a-dancers-tale_en_page4_occluding_prompt.jpg,5.768273526077101
33,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page4,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0033_a-dancers-tale_a-dancers-tale_en_page4_clutter_controls.jpg,5.866451908541195
33,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page4,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0033_a-dancers-tale_a-dancers-tale_en_page4_tiny_text_band.jpg,5.794300736961451
33,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page4,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0033_a-dancers-tale_a-dancers-tale_en_page4_overlap_text_block.jpg,5.852515684051399
34,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page5,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0034_a-dancers-tale_a-dancers-tale_en_page5_original.jpg,5.864867346938775
34,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page5,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0034_a-dancers-tale_a-dancers-tale_en_page5_contrast_loss.jpg,5.757229497354506
34,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page5,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0034_a-dancers-tale_a-dancers-tale_en_page5_content_crop.jpg,5.801998677248678
34,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page5,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0034_a-dancers-tale_a-dancers-tale_en_page5_occluding_prompt.jpg,5.820308484504915
34,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page5,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0034_a-dancers-tale_a-dancers-tale_en_page5_clutter_controls.jpg,5.883059523809523
34,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page5,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0034_a-dancers-tale_a-dancers-tale_en_page5_tiny_text_band.jpg,5.7966847127740015
34,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page5,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0034_a-dancers-tale_a-dancers-tale_en_page5_overlap_text_block.jpg,5.875168178382466
35,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page6,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0035_a-dancers-tale_a-dancers-tale_en_page6_original.jpg,5.894743386243386
35,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page6,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0035_a-dancers-tale_a-dancers-tale_en_page6_contrast_loss.jpg,5.730036659108093
35,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page6,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0035_a-dancers-tale_a-dancers-tale_en_page6_content_crop.jpg,5.80552721088435
35,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page6,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0035_a-dancers-tale_a-dancers-tale_en_page6_occluding_prompt.jpg,5.826462301587303
35,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page6,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0035_a-dancers-tale_a-dancers-tale_en_page6_clutter_controls.jpg,5.924183106575962
35,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page6,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0035_a-dancers-tale_a-dancers-tale_en_page6_tiny_text_band.jpg,5.8158931405895675
35,a-dancers-tale,A Dancer's Tale,a-dancers-tale_en_page6,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0035_a-dancers-tale_a-dancers-tale_en_page6_overlap_text_block.jpg,5.859848639455783
36,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_01,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0036_amazing-daisy_amazing-daisy-pdf-ebook_Page_01_original.jpg,5.884723733938018
36,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_01,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0036_amazing-daisy_amazing-daisy-pdf-ebook_Page_01_contrast_loss.jpg,5.749237906273618
36,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_01,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0036_amazing-daisy_amazing-daisy-pdf-ebook_Page_01_content_crop.jpg,5.878457294028719
36,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_01,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0036_amazing-daisy_amazing-daisy-pdf-ebook_Page_01_occluding_prompt.jpg,5.884755102040815
36,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_01,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0036_amazing-daisy_amazing-daisy-pdf-ebook_Page_01_clutter_controls.jpg,5.91442044595616
36,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_01,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0036_amazing-daisy_amazing-daisy-pdf-ebook_Page_01_tiny_text_band.jpg,5.746109693877546
36,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_01,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0036_amazing-daisy_amazing-daisy-pdf-ebook_Page_01_overlap_text_block.jpg,5.948505479969767
37,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_02,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0037_amazing-daisy_amazing-daisy-pdf-ebook_Page_02_original.jpg,5.668924130763413
37,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_02,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0037_amazing-daisy_amazing-daisy-pdf-ebook_Page_02_contrast_loss.jpg,5.767636715797426
37,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_02,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0037_amazing-daisy_amazing-daisy-pdf-ebook_Page_02_content_crop.jpg,5.746810090702945
37,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_02,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0037_amazing-daisy_amazing-daisy-pdf-ebook_Page_02_occluding_prompt.jpg,5.794426587301588
37,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_02,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0037_amazing-daisy_amazing-daisy-pdf-ebook_Page_02_clutter_controls.jpg,5.653441068851784
37,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_02,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0037_amazing-daisy_amazing-daisy-pdf-ebook_Page_02_tiny_text_band.jpg,5.67912816515495
37,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_02,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0037_amazing-daisy_amazing-daisy-pdf-ebook_Page_02_overlap_text_block.jpg,5.751692365835223
38,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_03,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0038_amazing-daisy_amazing-daisy-pdf-ebook_Page_03_original.jpg,5.957491496598636
38,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_03,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0038_amazing-daisy_amazing-daisy-pdf-ebook_Page_03_contrast_loss.jpg,5.782175170068025
38,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_03,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0038_amazing-daisy_amazing-daisy-pdf-ebook_Page_03_content_crop.jpg,5.934753968253968
38,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_03,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0038_amazing-daisy_amazing-daisy-pdf-ebook_Page_03_occluding_prompt.jpg,5.984535997732421
38,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_03,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0038_amazing-daisy_amazing-daisy-pdf-ebook_Page_03_clutter_controls.jpg,5.921109410430838
38,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_03,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0038_amazing-daisy_amazing-daisy-pdf-ebook_Page_03_tiny_text_band.jpg,5.761543367346935
38,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_03,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0038_amazing-daisy_amazing-daisy-pdf-ebook_Page_03_overlap_text_block.jpg,5.987407407407405
39,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_04,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0039_amazing-daisy_amazing-daisy-pdf-ebook_Page_04_original.jpg,5.76952588813303
39,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_04,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0039_amazing-daisy_amazing-daisy-pdf-ebook_Page_04_contrast_loss.jpg,5.7502364890400655
39,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_04,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0039_amazing-daisy_amazing-daisy-pdf-ebook_Page_04_content_crop.jpg,5.814813586545725
39,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_04,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0039_amazing-daisy_amazing-daisy-pdf-ebook_Page_04_occluding_prompt.jpg,5.740316421012851
39,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_04,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0039_amazing-daisy_amazing-daisy-pdf-ebook_Page_04_clutter_controls.jpg,5.784084278155699
39,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_04,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0039_amazing-daisy_amazing-daisy-pdf-ebook_Page_04_tiny_text_band.jpg,5.740990740740746
39,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_04,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0039_amazing-daisy_amazing-daisy-pdf-ebook_Page_04_overlap_text_block.jpg,5.76836130007559
40,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_05,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0040_amazing-daisy_amazing-daisy-pdf-ebook_Page_05_original.jpg,5.8095740740740816
40,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_05,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0040_amazing-daisy_amazing-daisy-pdf-ebook_Page_05_contrast_loss.jpg,5.803125085892946
40,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_05,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0040_amazing-daisy_amazing-daisy-pdf-ebook_Page_05_content_crop.jpg,5.8454868669690105
40,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_05,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0040_amazing-daisy_amazing-daisy-pdf-ebook_Page_05_occluding_prompt.jpg,5.778646919879072
40,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_05,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0040_amazing-daisy_amazing-daisy-pdf-ebook_Page_05_clutter_controls.jpg,5.834073223733948
40,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_05,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0040_amazing-daisy_amazing-daisy-pdf-ebook_Page_05_tiny_text_band.jpg,5.7401349206349215
40,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_05,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0040_amazing-daisy_amazing-daisy-pdf-ebook_Page_05_overlap_text_block.jpg,5.837242819349969
41,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_06,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0041_amazing-daisy_amazing-daisy-pdf-ebook_Page_06_original.jpg,5.780673941798937
41,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_06,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0041_amazing-daisy_amazing-daisy-pdf-ebook_Page_06_contrast_loss.jpg,5.802499291383223
41,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_06,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0041_amazing-daisy_amazing-daisy-pdf-ebook_Page_06_content_crop.jpg,5.76534561602419
41,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_06,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0041_amazing-daisy_amazing-daisy-pdf-ebook_Page_06_occluding_prompt.jpg,5.79446806500378
41,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_06,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0041_amazing-daisy_amazing-daisy-pdf-ebook_Page_06_clutter_controls.jpg,5.773156084656085
41,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_06,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0041_amazing-daisy_amazing-daisy-pdf-ebook_Page_06_tiny_text_band.jpg,5.686064436885867
41,amazing-daisy,Amazing Daisy!,amazing-daisy-pdf-ebook_Page_06,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0041_amazing-daisy_amazing-daisy-pdf-ebook_Page_06_overlap_text_block.jpg,5.8285172902494375
42,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_01,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0042_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_01_original.jpg,5.650064342403627
42,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_01,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0042_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_01_contrast_loss.jpg,5.7620429808286975
42,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_01,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0042_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_01_content_crop.jpg,5.725924981103556
42,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_01,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0042_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_01_occluding_prompt.jpg,5.7156230158730175
42,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_01,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0042_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_01_clutter_controls.jpg,5.757335532192673
42,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_01,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0042_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_01_tiny_text_band.jpg,5.630141040507111
42,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_01,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0042_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_01_overlap_text_block.jpg,5.742602040816323
43,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_02,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0043_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_02_original.jpg,5.8382473544973505
43,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_02,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0043_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_02_contrast_loss.jpg,5.7663658266336855
43,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_02,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0043_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_02_content_crop.jpg,5.724110260770972
43,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_02,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0043_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_02_occluding_prompt.jpg,5.880772976362263
43,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_02,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0043_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_02_clutter_controls.jpg,5.75360081254724
43,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_02,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0043_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_02_tiny_text_band.jpg,5.706447798563871
43,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_02,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0043_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_02_overlap_text_block.jpg,5.857140778533633
44,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_03,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0044_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_03_original.jpg,5.861550736961447
44,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_03,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0044_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_03_contrast_loss.jpg,5.642044028722597
44,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_03,content_crop,0,content_crop,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0044_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_03_content_crop.jpg,5.933358560090699
44,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_03,occluding_prompt,0,occluding_prompt,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0044_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_03_occluding_prompt.jpg,5.801153344671204
44,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_03,clutter_controls,0,clutter_controls,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0044_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_03_clutter_controls.jpg,5.851469954648523
44,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_03,tiny_text_band,0,tiny_text_band,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0044_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_03_tiny_text_band.jpg,5.759060657596376
44,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_03,overlap_text_block,0,overlap_text_block,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0044_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_03_overlap_text_block.jpg,5.953474867724864
45,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_04,original,1,original,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0045_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_04_original.jpg,5.77366931216931
45,grandpas-gold,Grandpa's Gold,grandpas-gold-pdf-ebook-20150919_Page_04,contrast_loss,0,contrast_loss,/root/autodl-tmp/story-layout-quality/experiment/results/bookdash_stress/variants/0045_grandpas-gold_grandpas-gold-pdf-ebook-20150919_Page_04_contrast_loss.jpg,5.744657690854122
